X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,Total Power
93.4701,0,0,0,236.6236,265.4919,566,338.0512,0,505.1037,55.5808,172.8545,566,514.3061,99.7631,566,201.3171,438.4286,65.9553,566,0,511.0771,428.6653,566,159.0811,0,566,0,0,161.7642,0,290.817,88185.0513,91659.8894,89714.184,81384.57,98256.4666,92237.0405,97367.5317,92757.4123,87290.3338,96818.0938,85179.4104,90968.1842,104317.2043,100380.6474,89416.6666,98011.4408,1483944.127
551.3248,417.7635,435.6939,174.6371,324.9997,160.9132,471.5395,0,495.8801,82.6198,0,0,566,237.6174,451.8422,566,557.448,38.8121,264.218,296.0914,566,87.1048,0,0,465.4995,566,566,283.1724,396.0232,246.1872,118.7289,146.4012,93859.9333,96813.626,98080.9333,84820.7607,89955.7266,93793.1934,107502.84,98875.2807,92521.1589,89144.0506,84539.5137,87047.0886,97611.3005,91193.7499,93666.8111,100049.3415,1499475.309
447.8068,0,165.2933,230.5552,532.1448,278.1427,379.6816,2.8517,532.9946,441.709,233.5402,396.1447,0,404.4758,469.0524,288.0823,551.9742,203.6977,566,0,566,381.8164,462.7273,0,0,490.7736,191.0544,245.1348,410.157,0,41.0496,566,84442.6031,93016.1358,81180.5736,96992.1926,94231.8297,96236.5236,89103.9607,97500.808,106800.6055,94968.257,95716.3637,98749.039,87600.7552,96178.8417,92104.7387,81525.0533,1486348.281
548.6887,0,138.7389,234.8721,196.5367,566,155.5902,384.7331,0,566,366.63,293.763,0,566,415.4355,447.557,306.7517,566,566,566,319.7709,229.7533,136.4444,566,0,0,27.3421,566,416.0868,86.7961,96.8492,496.3607,96902.4783,82955.9065,80703.8989,80716.5688,93274.7257,98639.5269,91138.9325,93741.084,97880.1324,106888.273,98758.9645,84656.3966,91921.5692,102032.9938,91769.5031,98421.3906,1490402.345
28.2856,0,289.6155,59.9152,426.0341,271.4119,487.9403,0,71.2203,106.3826,0,144.0711,566,566,0,566,453.8374,388.4417,0,566,566,276.9148,0,0,331.6746,37.793,113.767,535.333,0,302.3026,566,566,87512.1774,90650.6707,99649.2258,81067.2929,92960.4937,96151.4057,97709.2325,96119.8291,94043.4405,94517.5581,94012.0524,89130.3249,105175.8681,101189.331,80294.9539,98484.1667,1498668.023
454.3857,266.4034,0,0,514.7508,0,560.1923,456.2781,22.7527,386.3669,144.6526,225.3854,566,0,237.6727,334.7013,331.2499,176.8763,221.7295,514.6332,523.8119,143.4218,18.5261,566,9.6912,566,0,342.6613,566,73.4243,237.2701,387.4714,99747.4675,100470.8293,87160.7026,89681.167,92368.228,90582.7197,106246.1993,79402.983,99174.4306,79084.4477,104062.4132,86370.2171,93643.5782,92946.7514,91878.7105,88992.6363,1481813.482
227.5995,251.9582,566,0,566,566,566,162.6049,77.2878,0,162.9989,504.9099,394.6055,18.5832,0,218.2286,533.7227,63.4417,196.8999,97.6282,566,141.9697,316.6838,324.585,252.6712,566,447.0282,566,0,17.2578,428.9913,0,87925.3491,91657.599,96261.1307,89825.6002,97346.4128,104383.3465,97882.7304,91650.3572,91854.9585,86562.4742,93305.5441,87921.0573,106880.9726,95651.4889,87318.4628,100400.7207,1506828.205
566,406.8316,476.1636,534.4331,281.0002,0,386.7977,398.0517,483.7111,157.3786,0,477.3904,398.2405,199.4277,0,7.4009,566,0,295.0967,476.4662,136.1608,566,552.4389,298.9084,0,0,0,566,245.3208,238.0239,50.1652,266.6465,94511.1491,97941.7548,96223.6742,97546.06,98234.338,90019.0622,82164.9177,83745.659,105148.4101,100840.5095,96786.7961,85072.3047,94913.2558,88247.3782,85916.2774,87634.0569,1484945.604
260.8613,190.3988,459.6802,566,0,0,515.2125,566,566,0,441.4434,430.1159,456.7482,95.3406,288.4994,105.2747,566,401.0212,290.404,277.119,394.9295,252.9258,321.7774,96.7713,566,566,408.4593,566,502.4692,0,273.9777,566,82685.1343,87452.1267,90550.0675,104383.8427,86748.398,94926.8289,89835.3833,106432.4319,94623.7407,81561.6461,95563.7035,86271.2971,93087.3022,104980.664,93713.8697,82203.8481,1475020.285
111.9364,562.5007,148.3677,221.4945,566,461.5616,450.3483,496.6967,566,188.5195,566,293.7305,108.3938,298.9061,33.6848,261.9852,566,257.9731,482.7466,87.8596,503.0154,566,328.7022,84.2934,188.908,566,401.4842,566,0,313.8626,325.2419,483.2369,76867.6184,99096.1612,82753.1408,97905.5744,95934.5963,90489.1506,92827.8228,107319.2056,102597.6047,76828.4338,97693.7979,82826.2364,102474.3836,90463.7327,90900.6536,88593.2778,1475571.391
274.737,0,122.197,116.8212,480.367,342.5529,218.8434,291.429,386.6636,0,101.3289,201.0093,427.8288,0,388.687,440.2337,566,20.3087,556.5502,11.9463,566,537.7519,406.1302,316.6065,143.6984,566,446.1501,566,0,350.8182,566,188.8586,77118.6881,95927.1663,78524.1172,101498.3581,98345.8779,87891.1288,98495.0743,98942.1646,98791.5299,80654.5294,86368.9212,76311.5496,106383.6571,92015.2202,85843.011,98311.5061,1461422.5
566,0,293.4563,566,409.9866,265.5322,0,123.3956,464.3657,317.8009,532.5095,463.1665,217.9131,258.8087,470.673,566,566,555.7733,293.1015,441.4851,396.849,511.9503,236.2705,446.6427,509.6654,121.751,505.7146,323.4295,0,428.9615,566,68.6323,90178.6356,83948.7996,97172.6989,98426.5815,92501.6761,77593.5265,95529.1137,80629.7934,79262.5407,99440.9485,91583.7664,102011.4384,104296.6691,84797.7843,75816.8699,106191.8279,1459382.671
428.0996,110.3703,0,334.042,499.2206,261.9285,160.7614,173.0536,383.389,350.7493,25.124,389.3088,566,363.4982,185.3164,449.6523,206.5399,392.1998,523.0538,281.9182,0,310.7941,0,86.5323,385.1362,212.7388,211.9436,0,277.071,118.9467,566,369.1111,94457.2574,84366.2235,89722.5846,86072.8322,106000.7144,79159.6469,99696.5673,90851.4302,79858.647,87284.1702,86630.9016,100016.4988,97998.2468,99224.1058,94341.8383,89915.9603,1465597.625
400.0887,566,566,566,343.2587,390.6761,150.3091,201.4433,274.4351,358.6771,0,151.6171,420.6337,400.4695,0,0,382.5369,116.7472,386.1733,483.1946,566,205.3078,107.2319,0,493.8606,262.0886,337.4783,228.226,0,292.6969,566,255.95,87919.175,103489.2836,97163.5048,93181.027,87746.8853,100238.2069,95877.3136,101084.7236,86610.7062,86985.2109,83772.0723,89610.6341,106493.6289,90827.6476,87850.1128,87181.3452,1486031.478
321.3972,93.258,263.3462,459.342,0,170.2574,203.2319,21.3595,120.6222,85.8048,566,209.8302,168.0539,0,540.6833,404.0922,115.0533,141.7548,404.6489,374.8663,329.3313,338.7888,208.0104,0,195.6281,483.2183,0,13.041,142.3401,566,409.9224,0,97786.7659,83316.5062,86014.8923,91874.7464,85952.5179,88925.7854,88429.0808,97552.0656,76451.7255,88201.1661,106164.7138,98798.2946,92337.3169,92055.0422,96445.9933,101379.1436,1471685.757
338.4114,257.7081,492.3607,366.4629,466.8934,89.2498,378.6056,155.4051,109.8861,75.0139,256.7871,166.5021,95.6073,566,304.1903,58.521,358.8048,123.5362,434.3347,293.7863,287.9227,516.4216,123.5673,265.8202,467.4754,376.3709,0,322.512,259.9492,168.1992,548.5619,194.4582,86298.9477,95525.3891,93865.3758,91515.1334,98227.8993,82426.0509,100358.421,85586.3683,83652.7187,81723.5607,106179.3586,77466.1396,77511.2893,104583.4503,89501.7552,91667.8855,1446089.743
234.7063,534.5367,566,71.7348,401.298,359.5259,410.9315,250.1314,0,0,369.3512,175.8794,238.3191,424.0398,57.972,135.4613,286.2571,0,398.1402,153.3855,165.4621,566,0,454.3872,536.6014,256.3266,100.2654,216.5776,65.5688,531.9004,403.4229,421.6262,90576.9163,106162.336,99478.4117,90691.1158,96348.2807,83600.2884,100022.2026,88782.36,86732.7219,88233.2393,99340.6186,91345.0764,93440.2402,94196.8965,81627.6202,84403.0445,1474981.369
342.0562,194.3568,395.7607,228.4785,329.3187,288.3474,402.4912,141.1773,0,400.6587,455.8587,67.1018,249.1748,165.1037,215.8994,300.6574,316.8892,175.1486,446.6036,327.7565,0,398.4289,5.3934,0,392.9307,269.1967,474.6943,0,0,493.513,530.6253,485.398,91000.3315,95476.2416,87225.9475,88245.5853,96968.2511,86898.8051,104398.7755,92500.8619,83781.5346,99416.1688,93123.5975,91198.4428,93828.7216,76421.9441,77058.8431,83016.339,1440560.391
566,399.0972,257.1588,125.2822,500.2589,317.6139,315.013,80.0097,0,0,473.6006,445.6719,13.7403,407.2667,257.9103,0,460.4514,161.7003,376.7847,215.9231,411.8088,566,0,323.2921,295.8295,566,97.9765,202.8727,58.4817,373.8201,449.211,429.6882,96046.9451,93379.4736,87265.1473,93782.0997,94402.2745,88202.3949,105679.8672,85276.4402,83862.6495,87086.1078,104769.9541,96510.8654,98994.6369,92947.2587,83518.5142,82748.2007,1474472.83
507.4667,402.6878,70.8862,207.7469,545.1358,554.2788,48.0869,337.4385,224.6461,62.7629,268.8889,114.3282,496.1564,386.9466,157.7289,58.4657,326.2844,272.306,299.5788,450.8207,441.1129,291.6217,126.4121,10.8353,512.0609,244.7319,88.7912,353.1177,247.0369,369.2187,518.2971,353.5272,86247.6731,87488.4983,84191.8302,84563.1782,93517.6214,98978.9802,96041.8177,106502.4025,82860.1733,92086.5143,102634.082,79105.8851,99493.1535,83882.5444,77516.9445,73830.2241,1428941.523
461.6637,300.2239,142.815,129.1999,311.554,507.9847,142.7145,80.4748,172.4764,421.7394,326.5103,252.2974,425.9792,566,384.0905,381.7622,155.7048,0,349.8432,566,566,566,238.4077,112.1908,421.1579,407.1641,317.6976,83.708,233.4662,566,48.2915,566,99844.0955,102433.1289,89175.7159,85516.2098,80725.1103,85720.8517,89703.7834,92920.9472,85434.4144,96417.0887,94467.3191,93753.7702,96556.3372,95848.2433,104361.7608,83766.1151,1476644.891
354.1602,254.6654,356.9064,308.8152,507.5572,131.6156,0,15.7418,0,429.9373,454.0757,0,566,478.6868,190.0735,190.1549,216.1306,54.8284,327.4149,257.9339,457.3738,552.4648,61.0946,0,382.7744,497.3642,0,439.0833,130.3849,566,437.8907,502.7694,97437.3697,99611.3951,93578.0076,89926.4354,98094.3517,79945.5232,91561.1793,100215.833,88635.2384,88840.736,107103.8732,80066.5059,103083.4319,91668.557,90760.0268,84235.8067,1484764.271
408.7754,117.66,482.7748,102.094,566,384.2323,143.6684,13.7566,16.701,146.0635,523.4952,25.158,566,454.4619,194.473,31.4538,104.7145,0,548.9451,499.0023,452.8908,334.958,188.6217,499.1309,566,566,0,146.9533,33.6065,314.4661,379.9704,412.7125,97968.6528,100064.453,94656.1931,87559.1274,97188.891,88827.9025,95011.813,82295.5943,78533.3538,84357.3456,100285.2222,93899.2757,100684.9686,101096.5747,89398.4766,87968.789,1479796.633
320.0515,295.9334,258.2442,14.9621,492.814,566,45.3529,0,0,354.0532,480.5237,177.3709,566,566,478.571,74.1248,78.1297,0,94.8527,505.1694,354.2926,464.2162,80.1126,103.2901,566,516.5029,70.1458,180.0353,0,269.9215,300.8342,351.0963,93092.405,101136.989,86684.982,91478.9778,90064.3676,94051.1321,91300.4523,81359.4117,88417.5721,90402.6086,99816.7433,88725.9119,106555.7579,99411.4208,89900.9885,89085.3237,1481485.045
272.4577,95.0718,417.1169,175.0641,367.7332,488.929,0,0,68.8188,227.7811,566,28.77,566,490.276,137.6219,472.1964,66.1504,0,208.991,341.7025,137.1599,566,78.1094,166.4959,416.6935,495.4245,0,19.1026,110.5169,271.7004,170.4051,436.8804,97160.7482,99476.4456,90834.2276,87293.1749,94857.4327,94122.4215,84653.5496,84057.7532,85199.4803,87240.3394,106407.8008,89526.6159,104164.9913,94727.6918,84344.8694,95136.8421,1479204.384
546.7679,494.7481,305.4513,116.84,357.9253,525.706,137.82,0,0,563.3782,402.8359,63.3194,566,348.7527,287.2687,311.0131,171.6028,117.904,508.4769,566,386.1918,399.6042,271.9081,235.6409,391.8314,486.2724,121.9349,112.6907,286.8704,199.3004,256.1708,363.7848,100540.6091,103479.0072,85557.8778,86726.2672,81039.2558,96798.1761,83502.5785,86772.1611,85612.5074,92809.4091,95846.7981,98144.8472,98249.3673,91443.4352,89317.7544,78632.5129,1454472.564
437.3078,289.6429,57.4622,34.6479,440.2172,566,48.2084,0,123.0845,370.9443,566,109.1556,538.4168,401.6495,166.9285,347.9132,57.3594,0,566,377.8947,192.9242,369.9325,193.4853,175.6994,566,492.2057,59.8834,189.3819,0,342.9776,329.4199,385.6987,92123.1974,98413.0564,83435.3757,83428.9543,99115.6681,99602.2794,82880.6989,85744.8747,87864.645,91611.841,99871.3124,92821.3754,107522.8239,94462.3165,85740.5664,85445.8902,1470084.876
308.9659,267.4824,0,94.2002,374.405,510.6921,14.1179,77.8607,102.2271,331.3207,486.4451,0,566,395.4178,359.5257,276.7179,169.3102,32.7147,442.9982,566,137.8696,367.8606,0,232.288,475.2162,501.4312,99.9467,107.084,60.9701,414.3836,317.6735,466.4493,87650.2976,100745.7283,85341.9641,85165.259,92861.4718,96834.3118,98586.9407,88243.1489,83690.6709,89736.3886,96796.1292,93435.8916,107134.8481,88404.3385,92992.2528,83341.2565,1470960.898
564.6998,130.0062,201.381,0,566,462.5738,106.1435,80.0316,140.7413,475.2141,540.5384,61.789,566,188.8041,254.135,237.2723,313.7252,4.2397,356.5054,307.7341,411.7244,566,194.6217,299.6363,565.6402,459.5578,111.4589,161.8841,64.1492,259.6219,466.9247,231.1675,102512.9591,102875.5733,85015.1637,77902.4162,98277.1853,92186.2292,87685.7137,80913.0359,86627.9588,88555.8873,97611.9193,92059.1751,107086.4462,82906.5793,82842.4866,96925.4551,1461984.184
566,324.2611,49.0981,214.6958,401.141,473.3722,352.9792,33.5277,190.4322,526.1653,462.8653,82.5067,431.2799,379.1904,285.3332,102.766,260.4949,33.3747,566,467.1569,358.5834,469.1313,117.853,225.228,520.5613,439.7594,135.8083,36.5486,0,304.5462,523.283,416.8367,99331.1589,99524.7998,84380.1087,84143.1708,90250.4443,83895.8329,92039.4916,91935.5353,77180.0464,95789.5146,100785.8384,95787.8368,107024.4117,95143.6334,84610.2105,84906.4171,1466728.451
424.8381,292.6054,0,4.0657,566,497.064,0,69.6325,60.0731,239.7465,566,67.0139,471.058,464.5196,431.8323,206.6052,280.0379,117.3845,566,477.8117,207.9084,529.5468,103.8556,186.8894,528.6962,490.007,0,0,0,345.5691,452.6611,293.2932,95571.6894,98745.6104,81100.6915,87039.3295,101884.8136,94743.7295,93774.3199,88870.1665,84078.3411,88228.0611,105357.1755,100015.1119,98884.536,93863.7966,95118.5126,88816.5458,1496092.431
566,201.2346,84.2896,182.0589,566,566,0,130.3512,4.1302,383.2608,566,34.9406,436.2862,484.5876,368.7712,213.5061,290.2481,242.586,566,397.4298,194.4881,358.5644,0,0,566,331.6946,58.7353,43.6588,52.612,190.9615,566,329.2529,96775.8651,87971.1844,90015.0487,85886.6809,99764.0007,94214.3672,94074.5654,101421.2401,85711.9183,86333.8932,105818.8824,86282.2834,101055.9372,92372.8523,94500.7749,84031.1058,1486230.6
416.8071,357.5912,94.2049,83.1702,480.4241,524.2334,7.3035,114.6761,137.0687,397.31,484.4802,74.3138,487.6114,409.8252,274.7358,187.8092,92.5589,99.1595,426.8066,355.7366,283.5161,566,54.105,263.9931,369.6039,497.5778,139.5747,83.2615,75.189,322.1825,566,442.0043,91564.0874,88618.4665,75347.4527,83220.2463,98592.1878,94787.6764,93627.5553,93776.6968,86036.4129,92387.7513,96015.1762,93043.077,107724.1297,89001.7805,83307.585,83347.8561,1450398.138
501.625,409.6386,55.34,0,417.2063,446.1875,0,0,171.474,357.4859,422.1947,193.5563,520.546,491.0692,223.872,152.4545,132.5887,100.9726,516.3324,469.6876,384.547,563.1343,105.7812,241.6882,514.6758,488.2268,25.7053,0,0,372.3291,455.446,378.0448,97501.0749,92526.6899,77611.9723,81289.428,90559.6063,93521.4468,96247.4875,94996.3698,81251.5401,93295.3523,98949.4264,97883.4235,106767.5911,99784.8804,84066.0399,90223.54,1476475.869
469.841,330.7651,0,0,425.257,494.7595,34.0147,97.5706,102.8143,424.0238,508.1768,214.2209,566,274.9145,566,145.358,185.9236,78.1951,503.7878,419.6003,215.1505,566,59.2121,231.1275,551.036,395.9002,126.8992,68.4342,51.7256,325.1894,411.2534,315.0293,95019.0726,97383.8057,84826.068,88857.1087,85586.6153,94191.9815,95401.1392,89078.559,87838.334,91123.5608,100730.2701,93850.7288,106654.9653,90348.801,96778.5019,83243.4009,1480912.913
374.0539,257.8427,12.3192,1.5777,475.302,566,178.3056,148.203,156.6882,279.5593,405.0089,7.0298,566,410.9142,388.0741,3.2427,240.676,68.8389,566,354.23,272.0136,470.9085,0,117.7245,462.7163,566,66.8021,0,44.8568,449.5283,503.6683,243.1269,91963.0917,94783.5386,86702.5349,89829.9464,97469.2103,97509.1299,101336.3471,88586.6173,84601.8298,85524.5786,100099.7887,95665.0742,106821.6807,93960.1244,86150.5766,91675.959,1492680.028
319.1109,276.4127,0,99.0241,471.9344,400.7461,67.9771,0,104.8314,147.0062,418.2657,5.2298,515.5825,318.6409,379.1125,0,359.5722,0,462.5452,297.1392,170.4739,340.6623,0,144.0588,566,467.8117,147.9821,0,0,247.6771,508.3535,207.0563,85763.4627,103802.7394,85499.6283,84343.2149,97910.6738,94973.8666,96748.3395,92749.4513,89381.3852,89653.4659,92746.6067,91226.767,106222.6952,93560.8166,93692.1783,86144.3242,1484419.616
566,243.9755,129.8516,56.9681,453.3239,503.2491,39.324,100.2264,127.9357,420.9837,449.5913,22.557,466.1592,405.8199,305.4834,153.7076,273.0539,18.9177,453.6459,441.0233,402.0895,566,153.3666,0,566,457.5649,46.0289,47.5463,120.28,306.7408,566,216.9147,100255.2954,100713.8288,85187.9964,83401.2886,95044.915,94906.0378,88693.7126,98292.6884,83754.6153,92217.5229,107204.1379,91325.7035,100526.2689,94038.7536,87840.4582,89950.3465,1493353.57
473.0634,207.6108,91.756,51.9784,417.8158,431.3495,25.1421,57.0179,155.5436,271.6993,462.0233,171.8831,522.7919,431.2744,390.7975,99.5325,153.7378,89.2298,553.5638,286.5196,336.2923,470.9353,73.9623,117.2242,502.1164,537.6214,0,0,0,414.2367,566,181.9749,100378.5889,94129.9967,81001.3901,92286.7992,98670.8673,93279.9472,90632.6703,84996.3637,84386.3665,84329.707,96600.6558,100550.7496,104401.0768,96738.7172,92676.5869,86954.2477,1482014.731
480.154,328.4831,17.2798,159.9693,566,566,78.8862,0,88.0523,331.4468,505.119,59.3931,445.0144,368.7705,335.6834,0,193.2857,0,530.0682,381.5144,413.601,546.8574,104.2339,43.4646,495.2942,494.1282,4.7321,0,0,240.9001,566,259.5604,100196.1806,96677.231,82353.6948,91582.5716,98575.2412,96509.6817,90019.0038,87805.6763,87927.9796,91739.6562,103675.229,99002.511,96390.4324,92660.4098,88338.3662,92722.2167,1496176.082
481.4352,266.5135,62.7007,45.6489,566,510.3912,181.3992,35.4539,51.2117,341.5375,529.2908,34.5754,438.7973,355.2333,379.087,20.898,246.3631,0,566,245.3504,415.3146,494.0116,48.3599,176.855,514.3134,450.174,24.1936,29.6666,84.9273,263.8072,486.6895,294.6444,99552.8325,102562.7789,84800.1938,89129.8513,97625.5095,92844.4608,92520.3876,94240.8807,89502.872,84266.2143,106466.6022,94297.5228,98050.6499,92837.1961,82550.5472,83362.4538,1484610.954
566,277.038,126.8058,20.1836,562.2677,494.8148,0,148.9118,105.2548,406.4235,552.7912,26.2482,476.7372,368.3972,327.4616,155.5383,295.3119,74.5957,418.652,311.0259,369.3482,566,106.6255,148.7496,481.3135,479.6535,102.739,19.2446,0,280.471,475.7028,237.4653,102039.1609,98852.9912,83788.8768,87148.2036,95813.5786,93265.0291,91197.7696,91832.8509,80956.0739,91174.7054,102819.031,99980.35,107183.5653,92094.2247,83400.3184,87779.6843,1489326.414
543.7824,349.4695,52.6336,21.155,465.7622,566,91.4081,51.6028,159.9722,283.4152,468.0557,8.7109,451.8435,200.7604,363.5382,39.4425,354.239,0,514.0898,312.9253,435.3039,558.6323,34.8287,95.408,566,517.6317,158.9087,36.1731,71.7521,176.357,552.3386,223.8743,99685.1395,104913.9041,86257.7236,90940.5729,94827.3175,95720.2884,98410.0673,84655.5883,82130.086,85816.5847,99864.7244,91423.6376,104454.3798,92129.2511,89382.7819,89401.2031,1490013.25
566,279.5217,46.6335,83.336,566,530.0078,117.3324,185.1231,158.2272,209.9406,521.4466,111.4659,489.0863,499.7683,467.7842,0,320.1911,0,547.7781,290.2518,427.2321,566,210.2595,105.5181,516.2663,513.6274,127.0137,32.3934,0,194.5237,563.2815,157.0924,98359.3396,101223.6565,83201.5708,89010.2661,97300.3797,94852.089,88756.58,91670.2363,81883.2606,87313.4919,102873.3948,94975.2022,106883.9882,98745.9649,86702.14,88484.5528,1492236.114
511.1247,289.1283,16.5224,23.3939,495.377,553.3723,102.3831,97.1033,190.2846,252.2244,518.9423,37.0431,566,403.0384,427.2867,55.8121,255.8131,14.254,566,309.799,448.4043,560.2504,121.7933,14.7507,525.3574,566,129.9678,4.49,13.1877,213.9119,543.5008,185.8079,97807.553,102854.0962,85987.6764,91128.1001,98600.9508,95535.0713,89643.7346,94530.554,85430.5805,84482.3304,102132.2749,92113.967,106564.2783,92061.1508,90258.6083,87899.2751,1497030.202
491.4898,308.1309,10.9241,140.8165,550.6595,530.9491,35.0625,129.1147,50.9384,287.8176,457.6629,65.4642,566,436.7707,449.3421,91.7436,245.7985,126.1486,503.4558,374.7321,468.7285,566,193.0583,45.2887,543.6477,479.8436,147.8228,0,0,224.387,566,218.062,94841.6976,95267.1943,84947.9657,90364.3988,98151.0814,94905.5819,86701.9728,95168.6042,82958.5973,88873.2106,104075.4467,98086.6586,106318.9641,89613.7866,85309.47,86275.2149,1481859.846
505.4829,314.2151,0,0,551.7476,566,163.2689,71.4497,112.4494,344.5992,506.9828,127.2305,515.5116,367.3527,428.7896,92.1833,249.5955,83.3408,527.4378,352.7764,375.2092,542.7316,315.6797,51.0748,499.8587,366.9503,143.382,0,38.2646,171.1244,566,372.287,97540.0066,97656.9127,84997.4221,84762.0492,97347.2874,96802.791,90676.6921,89883.1389,86864.3662,91492.8485,102348.6745,101339.2744,106782.3347,89503.4665,88750.64,82897.8406,1489645.745
566,334.8487,15.4394,18.3769,532.7676,566,101.5689,122.6812,87.3038,296.7653,533.868,43.1862,498.9841,335.9648,360.2729,0,252.7764,67.6476,566,376.0812,436.2039,566,222.7227,138.8457,566,437.026,113.8542,0,0,172.8491,566,165.1855,99312.9737,98133.209,83731.4682,89539.3575,98093.7542,96129.6617,87152.933,91389.5469,87405.7403,91333.2132,102678.9221,99228.8107,107164.7594,93408.1127,89493.4197,86030.0353,1500225.918
553.0498,276.3592,0,20.8102,495.9222,440.3925,85.2258,166.7798,107.2905,281.1951,499.6708,15.7296,486.7473,353.3311,386.1717,8.1174,317.3376,71.7816,555.1342,398.9506,491.4805,566,207.4219,25.7737,538.4609,475.7921,136.4447,0.7682,0,104.7506,566,235.8646,98749.4398,91631.8284,83010.6369,90286.7482,98477.6325,91103.6643,93529.7636,96023.6187,84487.9463,90204.5067,102207.7578,96150.1422,106478.7952,94560.3343,80490.7743,87557.0449,1484950.634
546.3611,302.3721,0,56.5638,505.9068,527.018,33.8488,110.5853,108.9362,363.6893,558.8208,0,515.8375,374.4167,426.2673,44.1046,318.3471,0,449.2647,339.9156,560.8312,514.1511,181.1923,135.0074,566,522.2034,61.8757,0,11.958,145.2414,547.7595,291.3948,99941.8053,100509.9499,89047.7321,86892.8686,88596.6073,99674.2496,88691.7471,93490.2131,84503.86,83337.1665,100190.2913,99237.5672,103796.7235,96977.7382,80479.9577,92893.5466,1488262.024
485.3352,429.404,115.0197,58.2626,556.9842,566,23.8083,104.2642,120.7813,347.8788,518.8828,0,566,394.8933,369.2778,8.9594,266.4084,0,445.9172,370.2213,406.9214,566,173.8803,106.8162,563.2059,422.5913,114.4755,64.9842,28.3336,109.0816,566,310.1709,98897.4034,102548.7052,83329.9538,86672.1191,98072.2737,97151.3346,88862.8416,93638.2746,87968.7677,92494.6732,99457.584,94913.6351,105216.7619,94573.6378,89554.2967,90854.4786,1504206.741
548.2972,326.1852,0,43.4969,509.3355,536.775,0,151.683,83.393,355.6052,423.7759,0,495.2421,325.2269,306.2562,55.8368,225.2037,0,497.1186,437.9485,379.585,566,154.6856,0,511.3685,442.2618,194.8417,37.8714,0,108.834,566,383.4068,99742.4877,101815.3088,79581.76,86684.8003,97777.2597,97616.3937,91161.9155,97711.9642,81551.6142,92963.3663,93600.9437,93082.4973,106696.4215,96822.5778,90052.6323,93150.3658,1500012.309
539.4283,366.4674,0,0.4083,479.7014,465.7471,30.6525,54.4742,71.5784,344.8091,532.1985,15.2495,502.8358,445.0112,261.6568,117.0828,326.0867,37.1233,482.8035,377.1303,434.6611,566,203.9172,70.1083,548.8072,447.7267,164.5479,103.5979,22.7221,41.7615,533.6635,286.4207,100272.4774,93549.4283,85617.4594,88158.696,97263.727,94015.6621,91836.222,97614.3111,81702.071,89256.9809,98796.0832,87710.123,106966.6764,94345.3931,87621.23,91817.3155,1486543.856
516.4078,355.6617,33.0525,62.2134,499.0442,566,28.7104,104.2808,99.0121,312.7367,566,70.0875,566,449.6239,354.2443,93.0228,295.0476,81.5834,566,413.9949,365.5672,551.9826,194.899,16.5501,538.6084,481.4929,222.2038,79.641,43.1548,37.7556,566,300.9258,95888.8089,94403.2536,81218.0338,89212.9775,96004.9924,97296.6293,94257.4439,99435.1018,86396.4452,92008.1709,99836.6411,91159.467,105885.5913,101388.5247,87947.2055,89923.8956,1502263.183
535.4588,375.0904,35.7179,52.5235,519.1566,564.224,68.4971,163.3062,89.4344,298.0487,566,0,566,486.1078,345.8277,33.1442,217.8268,13.862,566,370.0134,445.3653,545.383,189.0839,42.7196,520.6714,402.2793,120.5256,40.5928,0,131.0667,535.7872,234.8807,95302.9613,100949.8636,83338.0883,89109.2106,99655.7217,95501.152,92564.68,95694.0941,88974.5073,92490.8096,101801.8616,93892.4363,106757.1152,92606.107,87293.2674,86433.2067,1502365.083
529.4936,348.1133,27.477,90.8402,557.5031,554.4765,34.3589,130.9386,83.235,293.169,552.3697,67.2877,566,396.69,335.6388,76.0469,290.8943,0,523.0641,434.2613,438.9266,535.9889,139.4771,56.6636,562.7739,410.871,149.6333,24.9594,21.3305,143.6357,534.292,311.6549,97778.2384,102515.3065,83673.5959,86146.2839,98949.6413,95817.0841,89879.4882,92211.2181,83218.052,91938.2738,101849.6904,93424.5034,106084.588,95381.9092,87997.3366,91290.9837,1498156.194
566,358.8738,22.9251,24.6826,530.7529,560.7522,55.801,176.8873,113.8587,315.7942,526.7867,30.8782,563.6505,437.0986,316.9159,76.9353,293.2024,38.0254,518.4702,364.3474,501.3925,566,130.2348,54.0642,566,429.0431,177.0894,29.2759,50.1001,138.4243,553.0974,276.2954,97075.6491,103464.2631,85129.2104,89339.6183,98647.2097,93673.5547,88515.5285,94665.1592,83758.2831,91960.4557,99632.2575,96151.5983,106318.7627,93089.8204,88540.9525,91870.8651,1501833.188
518.5639,303.3118,31.6754,0,497.156,566,44.7185,154.9326,134.6401,250.846,532.3218,0,550.5413,418.3604,310.821,39.6376,238.4731,15.2305,510.1838,413.6017,453.2308,500.3184,137.5436,13.515,530.0736,368.3137,112.7501,35.2257,0,105.0678,525.465,278.0718,96909.5937,100120.1976,81983.2014,89318.9903,94251.0331,95621.8727,90533.3868,95882.4288,84271.4872,92499.2039,101852.0636,92914.1981,106416.5685,93832.0882,88823.7743,91463.5607,1496693.649
